,id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,size
14764,32371,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0247_wotm,,,1918-02-16,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,139,33.0
14765,32372,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0248_wotm,,,1918-02-18,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,213,33.0
14766,32373,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0249_wotm,,,1918-02-18,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,213,33.0
14767,32374,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0250_wotm,,,1918-02-19,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,37,33.0
14768,32375,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0251_wotm,,,1918-02-19,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,311,33.0
14769,32376,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0252_wotm,,,1918-02-20,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,166,33.0
14770,32377,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0253_wotm,,,1918-02-20,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,222,33.0
14771,32378,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0254_wotm,,,1918-02-21,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,328,33.0
14772,32379,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0255_wotm,,,1918-02-21,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,314,33.0
14773,32380,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0256_wotm,,,1918-02-22,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,167,33.0
14774,32381,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0257_wotm,,,1918-02-22,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,132,33.0
14775,32382,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0258_wotm,,,1918-02-23,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,176,33.0
14776,32383,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0259_wotm,,,1918-02-23,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,318,33.0
14777,32384,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0260_wotm,,,1918-02-25,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,333,33.0
14778,32385,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0261_wotm,,,1918-02-25,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,318,33.0
14779,32386,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0262_wotm,,,1918-02-26,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,315,33.0
14780,32387,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0263_wotm,,,1918-02-26,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,142,33.0
14781,32388,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0264_wotm,,,1918-02-27,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,240,33.0
14782,32389,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0265_wotm,,,1918-02-27,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,80,33.0
14783,32390,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,luncheon,1918-0266_wotm,,,1918-02-28,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,187,33.0
14784,32391,Healy's Forty-second Street restaurant,Healy's Forty-second Street restaurant,,,,33x18cm,,dinner,1918-0267_wotm,,,1918-02-28,Healy's Forty-second Street restaurant,,Dollars,$,complete,2,129,33.0
14785,32392,Delmonicos,Delmonicos,,,,30x22cm,,,1918-0268_wotm,,,1918-04-19,Delmonicos,,Dollars,$,complete,2,224,30.0
14786,32393,Hotel Astor,Hotel Astor,,,,28x21.5cm folded; 28x43cm open,,to Hon. Thomas D. McCarthy,1918-0269_wotm,,,1918-12-28,Hotel Astor,,,,complete,7,21,28.0
14787,32394,Joe's Restaurant,Joe's Restaurant,,,,36.5x19cm folded; 36.5x38cm open,,menu is ripped,1918-0270_wotm,,,1918-12-29,Joe's Restaurant,,Dollars,$,complete,4,361,36.5
14788,32395,Herald Square Hotel,Herald Square Hotel,,,,24x16.5cm folded; 24x33cm open,,,1918-0001_wotm,,,1918-01-01,Herald Square Hotel,,,,complete,3,16,24.0
14789,32396,The Hannaberry & Moran Dining Room,The Hannaberry & Moran Dining Room,,,,28.5x18cm folded; 28.5x36cm open,,menu is ripped in half,1918-0002_wotm,,,1918-01-01,The Hannaberry & Moran Dining Room,,Dollars,$,complete,4,99,28.5
14790,32397,The New York Central Railroad Company,The New York Central Railroad Company,,,,21x32.5cm,,,1918-0003_wotm,,,1918-01-01,The New York Central Railroad Company,,Dollars,$,complete,2,87,21.0
14791,32398,U.S.S. Oklahoma,U.S.S. Oklahoma,,,,18x14cm folded; 18x28cm open,,,1918-0004_wotm,,,1918-01-01,U.S.S. Oklahoma,,,,complete,3,19,18.0
14792,32399,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0005_wotm,,,1918-01-01,The Biltmore,,Dollars,$,complete,4,153,28.0
14793,32400,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0006_wotm,,,1918-01-01,The Biltmore,,Dollars,$,complete,4,153,28.0
14794,32401,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0007_wotm,,,1918-01-02,The Biltmore,,Dollars,$,complete,4,163,28.0
14795,32402,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0008_wotm,,,1918-01-03,The Biltmore,,Dollars,$,complete,4,168,28.0
14796,32403,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0009_wotm,,,1918-01-03,The Biltmore,,Dollars,$,complete,4,164,28.0
14797,32404,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0010_wotm,,,1918-01-04,The Biltmore,,Dollars,$,complete,4,161,28.0
14798,32405,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0011_wotm,,,1918-01-05,The Biltmore,,Dollars,$,complete,4,159,28.0
14799,32406,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0012_wotm,,,1918-01-05,The Biltmore,,Dollars,$,complete,4,160,28.0
14800,32407,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0013_wotm,,,1918-01-06,The Biltmore,,Dollars,$,complete,4,167,28.0
14801,32408,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0014_wotm,,,1918-01-06,The Biltmore,,Dollars,$,complete,4,169,28.0
14802,32409,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0015_wotm,,,1918-01-07,The Biltmore,,Dollars,$,complete,4,169,28.0
14803,32410,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0016_wotm,,,1918-01-08,The Biltmore,,Dollars,$,complete,4,158,28.0
14804,32411,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0017_wotm,,,1918-01-09,The Biltmore,,Dollars,$,complete,4,167,28.0
14805,32412,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0018_wotm,,,1918-01-09,The Biltmore,,Dollars,$,complete,4,171,28.0
14806,32413,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,US Food Administration rationing suggestions,1918-0019_wotm,,,1918-01-10,The Biltmore,,Dollars,$,complete,4,172,28.0
14807,32414,Hannaberry & Moran,Hannaberry & Moran,,,,28.5x16cm,,,1918-0020_wotm,,,1918-01-02,Hannaberry & Moran,,Dollars,$,complete,1,44,28.5
14808,32415,Hannaberry & Moran,Hannaberry & Moran,,,,28.5x16cm,,,1918-0021_wotm,,,1918-01-03,Hannaberry & Moran,,Dollars,$,complete,1,43,28.5
14809,32416,Hannaberry & Moran,Hannaberry & Moran,,,,28.5x16cm,,,1918-0022_wotm,,,1918-01-05,Hannaberry & Moran,,Dollars,$,complete,1,44,28.5
14810,32417,Pennsylvania Railroad,Pennsylvania Railroad,,,,26.5x15.5cm,,,1918-0023_wotm,,,1918-01-02,Pennsylvania Railroad,,Dollars,$,complete,2,249,26.5
14811,32418,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,wheat conservation day,1918-0024_wotm,,,1918-01-02,Healy's Forty-second Street Restaurant,,Deutsche Marks,DM,complete,2,48,33.0
14812,32419,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,wheat conservation day,1918-0025_wotm,,,1918-01-02,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,95,33.0
14813,32420,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0026_wotm,,,1918-01-03,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,331,33.0
14814,32421,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0027_wotm,,,1918-01-03,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,269,33.0
14815,32422,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0028_wotm,,,1918-01-04,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,327,33.0
14816,32423,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0029_wotm,,,1918-01-04,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,236,33.0
14817,32424,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0030_wotm,,,1918-01-05,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,243,33.0
14818,32425,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0031_wotm,,,1918-01-05,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,139,33.0
14819,32426,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0032_wotm,,,1918-01-07,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,70,33.0
14820,32427,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0033_wotm,,,1918-01-07,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,215,33.0
14821,32428,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0034_wotm,,,1918-01-08,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,61,33.0
14822,32429,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0035_wotm,,,1918-01-08,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,68,33.0
14823,32430,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0036_wotm,,,1918-01-09,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,124,33.0
14824,32431,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0037_wotm,,,1918-01-09,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,229,33.0
14825,32432,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0038_wotm,,,1918-01-10,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,323,33.0
14826,32433,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18.5cm,,,1918-0039_wotm,,,1918-01-10,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,75,33.0
14827,32434,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0040_wotm,,,1918-01-02,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14828,32435,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0041_wotm,,,1918-01-03,Wm. F. Healy's 42nd St. Grill,,,,complete,1,21,20.0
14829,32436,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0042_wotm,,,1918-01-04,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14830,32437,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0043_wotm,,,1918-01-05,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14831,32438,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0044_wotm,,,1918-01-07,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14832,32439,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0045_wotm,,,1918-01-08,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14833,32440,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0046_wotm,,,1918-01-09,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14834,32441,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20x13cm,,,1918-0047_wotm,,,1918-01-10,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.0
14835,32442,Louis Sherry,Louis Sherry,,,,27x30.5cm,,right hand side of menu is printed in French,1918-0048_wotm,,,1918-01-03,Louis Sherry,,Dollars,$,complete,1,113,27.0
14836,32443,Louis Sherry,Louis Sherry,,,,27x30.5cm,,right hand side of menu is printed in French,1918-0049_wotm,,,1918-01-05,Louis Sherry,,Dollars,$,complete,1,114,27.0
14837,32444,Herald Square Hotel,Herald Square Hotel,,,,32.5x14.5cm,,,1918-0050_wotm,,,1918-01-04,Herald Square Hotel,,Dollars,$,complete,1,123,32.5
14838,32445,Herald Square Hotel,Herald Square Hotel,,,,32.5x14.5cm,,,1918-0051_wotm,,,1918-01-09,Herald Square Hotel,,Dollars,$,complete,1,119,32.5
14839,32446,Herald Square Hotel,Herald Square Hotel,,,,32.5x14.5cm,,,1918-0052_wotm,,,1918-01-10,Herald Square Hotel,,Dollars,$,complete,1,114,32.5
14840,32447,Herald Square Hotel,Herald Square Hotel,,,,29.5x22cm folded; 29.5x43cm open,,,1918-0053_wotm,,,1918-01-05,Herald Square Hotel,,Dollars,$,complete,3,531,29.5
14841,32448,Stratford Inn at Del Mar,Stratford Inn at Del Mar,,,,18x12.5cm,,,1918-0054_wotm,,,1918-01-09,Stratford Inn at Del Mar,,,,complete,1,30,18.0
14842,32449,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0055_wotm,,,1918-01-11,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14843,32450,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0056_wotm,,,1918-01-12,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14844,32451,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0057_wotm,,,1918-01-15,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14845,32452,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0058_wotm,,,1918-01-16,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14846,32453,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0059_wotm,,,1918-01-17,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,22,20.5
14847,32454,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0060_wotm,,,1918-01-19,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14848,32455,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0061_wotm,,,1918-01-21,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14849,32456,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0062_wotm,,,1918-01-11,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,71,33.0
14850,32457,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0063_wotm,,,1918-01-11,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,163,33.0
14851,32458,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0064_wotm,,,1918-01-12,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,280,33.0
14852,32459,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0065_wotm,,,1918-01-12,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,38,33.0
14853,32460,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0066_wotm,,,1918-01-14,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,287,33.0
14854,32461,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0067_wotm,,,1918-01-14,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,227,33.0
14855,32462,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0068_wotm,,,1918-01-15,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,124,33.0
14856,32463,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0069_wotm,,,1918-01-15,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,226,33.0
14857,32464,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0070_wotm,,,1918-01-16,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,93,33.0
14858,32465,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0071_wotm,,,1918-01-16,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,260,33.0
14859,32466,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0072_wotm,,,1918-01-17,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,322,33.0
14860,32467,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0073_wotm,,,1918-01-17,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,317,33.0
14861,32468,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0074_wotm,,,1918-01-18,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,316,33.0
14862,32469,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0075_wotm,,,1918-01-18,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,192,33.0
14863,32470,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0076_wotm,,,1918-01-19,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,181,33.0
14864,32471,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0077_wotm,,,1918-01-19,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,98,33.0
14865,32472,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0078_wotm,,,1918-01-21,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,114,33.0
14866,32473,Healy's Forty-second Street Restaurant,Healy's Forty-second Street Restaurant,,,,33x18cm,,,1918-0079_wotm,,,1918-01-21,Healy's Forty-second Street Restaurant,,Dollars,$,complete,2,321,33.0
14867,32474,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0080_wotm,,,1918-01-14,The Biltmore,,Dollars,$,complete,4,149,28.0
14868,32475,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0081_wotm,,,1918-01-14,The Biltmore,,Dollars,$,complete,4,156,28.0
14869,32476,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0082_wotm,,,1918-01-13,The Biltmore,,Dollars,$,complete,4,158,28.0
14870,32477,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0083_wotm,,,1918-01-13,The Biltmore,,Dollars,$,complete,4,166,28.0
14871,32478,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0084_wotm,,,1918-01-12,The Biltmore,,Dollars,$,complete,4,168,28.0
14872,32479,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0085_wotm,,,1918-01-12,The Biltmore,,Dollars,$,complete,4,163,28.0
14873,32480,The Biltmore,The Biltmore,,,,28x18cm folded; 28x36cm open,,,1918-0086_wotm,,,1918-01-11,The Biltmore,,Dollars,$,complete,4,163,28.0
14874,32481,Wm. F. Healy's 42nd St. Grill,Wm. F. Healy's 42nd St. Grill,,,,20.5x13cm,,,1918-0087_wotm,,,1918-01-14,Wm. F. Healy's 42nd St. Grill,,Dollars,$,complete,1,21,20.5
14875,32482,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,breakfast,1918-0088_wotm,,,1918-01-15,Pennsylvania Railroad,,Dollars,$,complete,1,48,20.0
14876,32483,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,luncheon,1918-0089_wotm,,,1918-01-15,Pennsylvania Railroad,,Dollars,$,complete,1,55,20.0
14877,32484,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,dinner,1918-0090_wotm,,,1918-01-15,Pennsylvania Railroad,,Dollars,$,complete,1,49,20.0
14878,32485,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,breakfast,1918-0091_wotm,,,1918-01-16,Pennsylvania Railroad,,Dollars,$,complete,1,37,20.0
14879,32486,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,luncheon,1918-0092_wotm,,,1918-01-16,Pennsylvania Railroad,,Dollars,$,complete,1,73,20.0
14880,32487,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,dinner,1918-0093_wotm,,,1918-01-16,Pennsylvania Railroad,,Dollars,$,complete,1,49,20.0
14881,32488,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,breakfast,1918-0094_wotm,,,1918-01-18,Pennsylvania Railroad,,Dollars,$,complete,1,43,20.0
14882,32489,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,luncheon,1918-0095_wotm,,,1918-01-18,Pennsylvania Railroad,,Dollars,$,complete,1,58,20.0
14883,32490,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,dinner,1918-0096_wotm,,,1918-01-18,Pennsylvania Railroad,,Dollars,$,complete,1,54,20.0
14884,32491,Pennsylvania Railroad,Pennsylvania Railroad,,,,20x13cm,,Restaurant Car Service,1918-0097_wotm,,,1918-01-18,Pennsylvania Railroad,,Dollars,$,complete,1,37,20.0
14885,32492,Herald Square Hotel,Herald Square Hotel,,,,29.5x22cm folded; 29.5x43cm open,,,1918-0098_wotm,,,1918-01-12,Herald Square Hotel,,Dollars,$,complete,3,513,29.5
14886,32493,[Restaurant name and/or location not given],[Restaurant name and/or location not given],,,,37.5x18cm,,menu is tattered,1918-0099_wotm,,,1918-01-11,[Restaurant name and/or location not given],,Dollars,$,complete,2,75,37.5
14887,32494,Theodore Muller Ladies' and Gentlemen's Oyster and Chop House,Theodore Muller Ladies' and Gentlemen's Oyster and Chop House,,,,28x18cm folded; 28x36cm open,,,1918-0100_wotm,,,1918-01-17,Theodore Muller Ladies' and Gentlemen's Oyster and Chop House,,Dollars,$,complete,4,312,28.0
14888,32495,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,luncheon,1918-0140_wotm,,,1918-01-25,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,150,35.5
14889,32496,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0141_wotm,,,1918-01-25,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,89,35.5
14890,32497,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,dinner,1918-0142_wotm,,,1918-01-25,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,40,35.5
14891,32498,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,breakfast,1918-0143_wotm,,,1918-01-26,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,52,35.5
14892,32499,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,luncheon,1918-0144_wotm,,,1918-01-26,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,192,35.5
14893,32500,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,supper,1918-0145_wotm,,,1918-01-26,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,218,35.5
14894,32501,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,dinner,1918-0146_wotm,,,1918-01-26,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,154,35.5
14895,32502,The Mouquin Restaurant and Wine Co.,The Mouquin Restaurant and Wine Co.,,,,35.5x19.5cm folded; 35.5x39cm open,,breakfast,1918-0147_wotm,,,1918-01-27,The Mouquin Restaurant and Wine Co.,,Dollars,$,complete,3,62,35.5
