id,physical_description,size
22103,BOOKLET[HARD COVER];ILLUS;6X8;,6X8
22104,CARD; COL; 4.5 X 7;, 4.5 X 7
22105,CARD;5.25X8;,5.25X8
22106,BOOKLET; ILL; 7.5X9, ILL
22107,CARD; COL; ILLUS; 7 X 12;, 7 X 12
22108,BROADSIDE; ILLUS; COL; 5.5X8;, 5.5X8
22109,BOOKLET; ILLUS; COL; 6.25 X 7;, 6.25 X 7
22110,BOOKLET; ILLUS; 4.25 X 6.5;, 4.25 X 6.5
22111,FOLDER; 5 X 7;, 5 X 7
22112,FOLDER; 4X5.5;, 4X5.5
22113,FOLDER; ILL; 6X9;, 6X9
22114,CARD; ILLUS; COL; 5X7;, 5X7
22115,BROADSIDE; FLAG EMBLEM; 4.5X6.5;, 4.5X6.5
22116,BOOKLET; 5.25X6.25;, 5.25X6.25
22117,BOOKLET; ILL; COL; 4.5X5.5, COL
22118,FOLDER; ILLUS; COL; 5.5X8;, 5.5X8
22120,CARD;,
22122,FOL; ILLUS; 5.2X7;, 5.2X7
22124,BOOKLET; ILLUS; COL; 4X8.25;, 4X8.25
22125,CARD; ILLUS; 5.25 X 8;, 5.25 X 8
22126,FOLDER; ILLUS; COL; 5.25X7.5;, 5.25X7.5
22127,CARD; ILLUS; COL; 3.5X6;, 3.5X6
22128,CARD; ILLUS; COL; 5X8;, 5X8
22129,BOOKLET; ILLUS; 4X5;, 4X5
22130,CARD; 4X6.25;, 4X6.25
22131,BOOKLET; COL; 3 X 8.75;, 3 X 8.75
22132,CARD; 4.0X6.25; ILLUS;, ILLUS
22133,FOLDER; ILLUS; COL; 3.5X5;, 3.5X5
22134,FOLDER; ILLUS; 5.5 X 8.5, ILLUS
22135,BOOKLET; 5 X 7;, 5 X 7
22136,CARD; 5.25 X 8;, 5.25 X 8
22137,BROADSHEET; ILLUS; COL; 5X7.75;, 5X7.75
22138,,
22139,CARD; 5 X 9;, 5 X 9
22140,FOLDER; ILLUS; 7.5X11.25;, 7.5X11.25
22141,CARD; 6X9;, 6X9
22142,BROADSIDE; 4 X 7.5;, 4 X 7.5
22143,FOLDER; ILL; 5.25X8, ILL
22145,BROADSIDE; GOLD PRINTING; 4.25 X 6.75;, 4.25 X 6.75
22147,BOOKLET; ILLUS; COL; 7X9;, 7X9
22148,FOLDER; ILLUS; COLOR; 3.5X8.25;, 3.5X8.25
22151,CARD;4.5X7;,4.5X7
22152,CARD; ILLUS; COL; 5.25X8;, 5.25X8
22153,BOOKLET; ILLUS; 4.5X5.5;, 4.5X5.5
22154,FOL; ILLUS; 5 x 7.25.;, 5 x 7.25.
22155,FOLDER;CARD INSERT;INSERT GREEN;4.5X6.5;INSERT 4X5.5,4.5X6.5
22158,FOLDER; COL; ILLUS; 6.5 X 12.5;, 6.5 X 12.5
22159,FOLDER; ILLUS; 5.5X8.25;, 5.5X8.25
22160,CARD; 4.25 X 5.5;, 4.25 X 5.5
22161,BOOKLET; 6.75X10;, 6.75X10
22162,BROADSIDE; 4.5 X 7;, 4.5 X 7
22163,BOOKLET;ILL;COL;5X7.5;,5X7.5
22165,BROADSHEET;5X9.5;,5X9.5
22166,BOOKLET; 5X7;, 5X7
22167,FOLDER; ILLUS;3.5X7;,3.5X7
22168,FOLDER; 4.5X7;, 4.5X7
22169,BOOKLET; 4.5 X 6.75, 4.5 X 6.75
22170,CARD; 4 X 7.5;, 4 X 7.5
22171,BOOKLET; ILLUS; COL; 6 X 9;, 6 X 9
22172,CARD; COL; 4.5 X 6.75;, 4.5 X 6.75
22173,CARD; ILLUS; COL; 4.5X8;, 4.5X8
22174,CARD; ILLUS; COL; 5.25X8;, 5.25X8
22175,BROADEIDE; HOTEL EMBLEM; COL; 4.5 X 8.25;, 4.5 X 8.25
22177,CARD; 3.5 X 6;, 3.5 X 6
22178,CARD;5.5X7.5;,5.5X7.5
22179,BOOKLET; ILLUS; RIBBON TRIM; 4 X 5;, 4 X 5
22181,FOLDER; ILLUS; 8 X 10;, 8 X 10
22182,BROADSIDE; COL; ILLUS;, ILLUS
22183,FOLDER; COL; 5 X 6.5;, 5 X 6.5
22184,CARD; ILLUS; 4.5X7.25;, 4.5X7.25
22185,BOOKLET/ILLUS; COL; 4X5.5;, 4X5.5
22186,FOLDER; ILLUS; COL; 4.5X8;, 4.5X8
22187,6 PAGE BOOKLET;PINK RIBBON TRIM;ILLUS;5 X 7.5;,5 X 7.5
22188,CARD  ILLUS; 6 X 9.25;, 6 X 9.25
22190,FOLDER; ILL; 4.75X6.5, ILL
22191,FOLDER; 7 X 11.25;, 7 X 11.25
22194,BROADSHEET; 5.25X8.0; ILLUS;, ILLUS
22195,FOLDER;ILLUS; COL; 7 X 11.5;, 7 X 11.5
22196,BOOKLET; ILLUS;, ILLUS
22197,BOOKLET;ILLUS; 7.25X7.5;, 7.25X7.5
22198,BOOKLET; ILLUS; COL; 6X8;, 6X8
22199,BROADSHEET; 7 X 11;, 7 X 11
22200,BROADSIDE; 5.5X9.0;, 5.5X9.0
22201,FOLDER; 4.5 X 7.25;, 4.5 X 7.25
22202,BROADSHEET; ILLUS; COL; 5.5 X 8;, 5.5 X 8
22204,FOLDER; ILLUS; COL; 5.5X7;, 5.5X7
22205,FOL; ILLUS; COL;4.5X5.5;,4.5X5.5
22207,FOLDER; ILLUS; COL; 8.25X8.5;, 8.25X8.5
22208,CARD; ILLUS; COL; 3X5;, 3X5
22209,BROADSIDE; ILLUS; 4.25X6.5;, 4.25X6.5
22210,BROADSIDE; COL; 5.25 X 7;, 5.25 X 7
22212,FOLDER; ILLUS; 5.5X7;, 5.5X7
22213,BROADSIDE; 4 X 6;, 4 X 6
22214,FOLDER; ILLUS; 9 X 12.75, ILLUS
22215,FOLDER; 7.0X11.125;, 7.0X11.125
22216,FOLDER; EMBLEM; COL; 4.5X6;, 4.5X6
22217,BOOKLET; ILLUS; COL; 4X8;, 4X8
22218,CARD; ILLUS; COL; 3.75X8;, 3.75X8
22219,CARD; 3.75X7.5;, 3.75X7.5
22220,BOOKLET;ILLUS; COL; 5.5 X 7;, 5.5 X 7
22221,BROADSIDE;ILLUS;7XII;,7XII
22222,FOLDER,
22223,FOLDER; ILLUS; COL; 4 x 6;, 4 x 6
22225,FOLDER; COL; 7.5 X 12.75;, 7.5 X 12.75
22226,BOOKLET; ILLUS; COL; 4.6X8;, 4.6X8
22227,CARD; ILLUS; 5X8;, 5X8
22229,SINGLE SHEET,
22230,CARD; ILLUS; 4.5X7.25;, 4.5X7.25
22231,BOOKLET; ILLUS;COL;5X8;,5X8
22233,BOOKLET; ILLUS; 5 X 8;, 5 X 8
22234,FOLDER; ILLUS; COL; 5X7;, 5X7
22235,FOLDER; 6X6;, 6X6
22236,BROADSHEET; 6.5X8.75; ILLUS; COL;, COL
22237,CARD;ILL;COL;5.25X8;,5.25X8
22238,CARD; ILLUS; 6 X 10;, 6 X 10
22240,CARD; ILLUS; COL; 5.25X7;, 5.25X7
22241,CARD; 4.5 X 7;, 4.5 X 7
22242,CARD; ILLUS; COL; 5X8;, 5X8
22243,BOOKLET; ILLUS; 6 X 9;, 6 X 9
22245,BROADSIDE; PHOTO; COL; 5.25 X 8.5;, 5.25 X 8.5
22247,CARD; ILLUS; COL; 3.75X6.75;, 3.75X6.75
22248,CARD; 3.5X4.25;, 3.5X4.25
22249,CARD; COL; 4.5 X 7;, 4.5 X 7
22250,BROADSHEET; ILLUS; 6.5X10;, 6.5X10
22251,FOLDER; ILLUS; 4.5 X 8;, 4.5 X 8
22252,BOOKLET; COL; ILLUS; 4.5 X 10.5;, 4.5 X 10.5
22253,BROADSHEET;ILLUS;5.75X8.75;,5.75X8.75
22254,BOOKLET;RIBBON TRIM;5X6.25;,5X6.25
22256,FOLDER; ILLUS; 3.5 X 7;, 3.5 X 7
22257,CARD; ILLUS; COL; 4X7;, 4X7
22258,FOLDER; 5.5 X 9.5;, 5.5 X 9.5
22259,FOLDER; ILLUS; COL; 3.5 X 4;, 3.5 X 4
22260,FOLDER; ILLUS; COL; 4.5 X 6.75;, 4.5 X 6.75
22262,CARD;ILL;COL;6.5X10;,6.5X10
22263,FOLDER;ILL;COL;3.5X5;,3.5X5
22266,FOLDER; ILLUS; 4.6X7.25;, 4.6X7.25
22267,CARD; 4.5X7, 4.5X7
22268,BOOKLET; 5X7;, 5X7
22270,FOLDER; COLOR;3X5;,3X5
22271,BOOKLET; COL; ILLUS; 6 X 10;, 6 X 10
22273,CARD; ILLUS; COL; 3.75X7.5;, 3.75X7.5
22274,BROADSIDE; COL; 4 X 7.5;, 4 X 7.5
22275,FOLDER; 7.25X10.75;, 7.25X10.75
22276,FOLDER; ILLUS; COL; 5.5 X 7;, 5.5 X 7
22277,FOLDER; 4 X 5;, 4 X 5
22278,FOLDER; ILL; 4.5X6.5, ILL
22279,BROADSIDE; FLAG EMBLEM; 4.5X6.5;, 4.5X6.5
22280,FOLDER; ILLUS; 9.5 X 6;, 9.5 X 6
22283,BROADSIDE; 4.5X6.5;, 4.5X6.5
22284,BROADSIDE; COL; 4.5 X 7;, 4.5 X 7
22285,CARD; ILLUS; COL; 4.5X8.75;, 4.5X8.75
22286,CARD; ILLUS; COL; 4X8.25;, 4X8.25
22287,FOLDER; ILLUS; 4 X 5;, 4 X 5
22288,CARD;ILL;COL;5.5X8;,5.5X8
22289,FOLDER; 5.5 X 8.5;, 5.5 X 8.5
22290,BROADSIDE; 3.5 X 4.5;, 3.5 X 4.5
22291,BOOKLET; ILLUS; 3.75X6.5;, 3.75X6.5
22292,BROADSIDE; 3X4.5;, 3X4.5
22293,BROADSIDE; ILLUS; COL; 7X10.5;, 7X10.5
22295,BOOKLET; ILLUS; COL; 5.5X7;, 5.5X7
22296,FOLDER; ILLUS; COL; 4.5X7;, 4.5X7
22297,BROADSHEET;5.5X8;,5.5X8
22298,FOLDER;ILLUS;5X6.25;,5X6.25
22299,BROADSIDE; ILLUS; COL; 6.5 X 10;, 6.5 X 10
22302,BROADSHEET; ILLUS; COL; 4X6;, 4X6
22303,BOOKLET; ILLUS; COL; 5.25X8;, 5.25X8
22304,CARD; 5X8;, 5X8
22305,FOLDER; ILLUS; 7X9;, 7X9
22306,BOOKLET; ILL; 5X8;, 5X8
22307,CARD; ILLUS;COL; 4.5 X 7,COL
22308,BOOKLET; ILL; 6X7;, 6X7
22311,BROADSHEET; HEAVY STOCK; 4.5X7;, 4.5X7
22312,BROADSIDE; ILL; COL; 5.75X8.75;, 5.75X8.75
22314,FOLDER; ILLUS; 4.5X6.5;, 4.5X6.5
22315,BOOKLET; COL; 4.25 X 7;, 4.25 X 7
22316,FOLDER; ILLUS; COL; 4.5X7;, 4.5X7
22317,CARD; ILLUS; 5.25 X 8;, 5.25 X 8
22318,FOLDER; ILLUS; COL; 5.6X7;, 5.6X7
22319,CARD; COL; 4 X 7.5;, 4 X 7.5
22322,BOOKLET; ILLUS; 5 X 7;, 5 X 7
22323,FOLDER; COL; 5.5X7;, 5.5X7
22325,CARD; ILLUS; 6 X 8.25;, 6 X 8.25
22326,FOLDER,
22327,TWO CARDS;ILLUS; COL;4X6, COL
22328,FOLDER; COL; ILLUS; 4.5 X 6;, 4.5 X 6
22329,BOOKLET; COL; ILLUS; 5.25 X 8.25;, 5.25 X 8.25
22330,FOLDER; ILLUS;COL;5.5X9.25;,5.5X9.25
22331,BOOKLET; ILLUS; 8.6X8.6;, 8.6X8.6
22332,FOLDER;ILL;6X9.5;,6X9.5
22333,CARD; COL; 5 X 9;, 5 X 9
22334,FOLDER; ILL; 4.5X7.25, ILL
22335,BOOKLET;COL. PRINTING; RIBBON TRIM;4.5 X 6;,4.5 X 6
22336,CARD; 4.25 X 6.25;, 4.25 X 6.25
22337,CARD; ILLUS; COL; 4X7;, 4X7
22338,BROADSIDE;ILLUS;4X7.5;,4X7.5
22339,BROADSHEET;5X8;,5X8
22340,FOLDER; 5.5X6.75;, 5.5X6.75
22341,BROADSIDE;ILL;COL;4.5X7;,4.5X7
22343,CARD; 5X7.5, 5X7.5
22344,CARD; ILLUS; COL; 6 X 8;, 6 X 8
22345,CARD; ILLUS; 4.25 X 6;, 4.25 X 6
22348,BROADSIDE; ILLUS; COL; 4.5X7;, 4.5X7
22349,BOOKLET; 3.5 X 4.5;, 3.5 X 4.5
22350,CARD; 4.5X7, 4.5X7
22351,CARD; 4.75 X 6.5;, 4.75 X 6.5
22352,FOLDER; ILLUS 5.25 x 6.25;, ILLUS 5.25 x 6.25
22353,CARD; ILLUS; COL; 5X8;, 5X8
22354,BROADSIDE; ILLUS; 5X8;, 5X8
22356,BOOKLET; ILLUS; 6.25X11;, 6.25X11
22358,BROADSIDE; ILLUS; COL; 4.5 X 7;, 4.5 X 7
22359,CARD; ILLUS; 5.5 X 9;, 5.5 X 9
22360,BROADSIDE,
22361,FOLDER; ILLUS; 4.75 X 6.0;, 4.75 X 6.0
22362,FOL; 3.75 X 5;, 3.75 X 5
22363,"CARD; ILLUS; COL; 5,25X8.75;"," 5,25X8.75"
22364,CARD; COL; ILLUS;5.5 X 8.25, ILLUS
22365,BOOKLET; ILL; 5.25X6.75, ILL
22366,FOLDER; 4.5 X 9.75, 4.5 X 9.75
22367,CARD; ILLUS; COL; 4X6;, 4X6
22368,CARD;  ILLUS; COL; 4.25X6.5;, 4.25X6.5
22370,BOOKLET; ILLUS; COL; 7X7;, 7X7
22371,CARD; 4.75 X 6.5;, 4.75 X 6.5
22372,BOOKLET; COL; ILLUS; 6.5 X 9;, 6.5 X 9
22373,FOLDER; 5.5X8.5, 5.5X8.5
22374,CARD; ILLUS; COL; 4.6X7;, 4.6X7
22375,CARD; 5.5X10;, 5.5X10
22377,CARD; ILLUS; COL; 5X7.25;, 5X7.25
22378,FOLDER; 4X5.25;, 4X5.25
22379,CARD; 6.0X9.25;, 6.0X9.25
22380,FOLDER; 4.5 X 7.25;, 4.5 X 7.25
22381,FOLDER; 3.75X5, 3.75X5
22382,CARD;ILL;COL;5.5X8.25;,5.5X8.25
22383,BROADSHEET; 4.5 x 7;, 4.5 x 7
22385,FOLDER; ILLUS; COL; 4.25X6.25;, 4.25X6.25
22386,BOOKLET; ILLUS; 6X9;, 6X9
22387,"FOLDER; 5,5 X 7;"," 5,5 X 7"
22388,BOOKLRY; ILLUS; COL; 4.75 X 6;, 4.75 X 6
22389,CARD; ILLUS; 4.25 X 7;, 4.25 X 7
22390,CARD; ILLUS; 5 X 8;, 5 X 8
22391,FOLDER; COL; ILLUS; 4.5 X.7;, 4.5 X.7
22392,BROADSIDE; COL; 5 X 9;, 5 X 9
22394,BROADSIDE; 3.5 X 5.25;, 3.5 X 5.25
22395,FOLDER; COL; 5.5 X 7.75;, 5.5 X 7.75
22396,FOLDER; ILLUS; COL; 5X8;, 5X8
22397,BROADSIDE;4X7.5;,4X7.5
22399,BROADSIDE; HOTEL ENBLEM; COL; 4 X 7.5;, 4 X 7.5
22400,CARD; ILLUS; COL; 7.75 X 12.5;, 7.75 X 12.5
22401,FOLDER; 5.5X8.0;, 5.5X8.0
22403,BOOKLET; ILLUS; COL; 6.5X8;, 6.5X8
22404,CARD; ILLUS; 5.5 X 8.5;, 5.5 X 8.5
22406,BOOKLET;ILLUS;COL;6X11;,6X11
22407,BOOKLET; ILLUS; 6.5 X 9;, 6.5 X 9
22408,CARD; ILLUS; COL; 5X8.25;, 5X8.25
22409,PAMPHLET; ILLUS; 7.50 X 5.75;, 7.50 X 5.75
22410,FOLDER; COL;  4 X 5.75;,  4 X 5.75
22411,BROADSIDE; ILLUS; COL; 3.5X7;, 3.5X7
22412,BROADSHEET; 4.5X7.25;, 4.5X7.25
22415,FOLDER; ILLUS; 5.75X7.5;, 5.75X7.5
22416,BOOKLET; ILLUS; 6.25X7;, 6.25X7
22417,CARD;ILL;COL;5.5X8;,5.5X8
22418,FOLDER; ILLUS; COL; 5X10.5;, 5X10.5
22419,CARD; 3.5 X 5.5;, 3.5 X 5.5
22421,BROADSHEET; 6.75X9.0; ILLUS; COLOR;, COLOR
22422,CARD; 3X9.25;, 3X9.25
22423,CARD; ILLUS; COL; 5.5 X 10;, 5.5 X 10
22424,FOLDER;ILL;4.75X7.25;,4.75X7.25
22425,FOLDER; ILLUS; 6.25X9;, 6.25X9
22426,"CARD; ILLUS; COL; 5,25X8.75;"," 5,25X8.75"
22427,BROADSIDE; ILLUS; 4.5X7.25;, 4.5X7.25
22428,FOLDER; 4.25 X 6.25;, 4.25 X 6.25
22429,,
22431,,
22433,,
22435,,
22437,,
22443,CARD; ILLUS; COL; 5.25X8;, 5.25X8
22444,FOLDER; ILLUS; COL;5.5X7;,5.5X7
22446,FOLDER; COL; ILLUS; 4.4 X 9;, 4.4 X 9
22447,CARD; ILLUS; COL; 6X7.75;, 6X7.75
22449,CARD; COL; 3.75X7;, 3.75X7
22450,FOLDER; 4.25 X 7.5;, 4.25 X 7.5
22451,FOLDER; ILLUS; COL; 5.5X6.5;, 5.5X6.5
22454,FOLDER; 7.0X11.0;, 7.0X11.0
22455,"FOLDER, ILLUS; 4.25 X 5.75;", 4.25 X 5.75
22456,CARD;ILL;COL;5.5X8.5;,5.5X8.5
22457,FOLDER; 4 X 5.25;, 4 X 5.25
22458,BOOKLET;ILL;5.25X6.5;,5.25X6.5
22459,CARD; 5X8;, 5X8
22460,FOLDER; ILLUS; 3.6X5;, 3.6X5
22461,FOLDER;  4.5 X 7.25;,  4.5 X 7.25
22462,FOL; ILLUS; 5.75 x 9;, 5.75 x 9
22463,BROADSIDE;ILLUS;5 X 6.75;,5 X 6.75
22464,BOOKLET; ILLUS; COL; 5X8;, 5X8
22465,FOLDER; ILLUS; COL; 4.5 X 7;, 4.5 X 7
22466,CARD;ILLUS;5X9;,5X9
22467,BOOKLET; COL; 4.5 X 6.5;, 4.5 X 6.5
22469,FOLDER;  4.5 X 7.25;,  4.5 X 7.25
22470,BROADSIDE; GOLD EMBLEM;5.5X8;,5.5X8
22471,FOLDER;ILL;COL;5.25X7.5;,5.25X7.5
22472,FOLDER; ILLUS; COL; 4.25 X 6.5;, 4.25 X 6.5
22473,CARD; 4 X 7.5;, 4 X 7.5
22474,CARD; ILLUS; COL; 5.25X8;, 5.25X8
22475,CARD; ILLUS; COL; 5X8.75;, 5X8.75
22476,CARD; ILLUS; 4.75 X 6.0;, 4.75 X 6.0
22477,FOLDER;ILLUS; COL; 5.5 X 6.75;, 5.5 X 6.75
22478,CARD; 4 X 6;, 4 X 6
22479,BROADSHEET; ILLUS; COL; 4.25X6.5;, 4.25X6.5
22481,CARD; 3.6X5.6;, 3.6X5.6
22482,CARD; ILLUS; 5 X 8;, 5 X 8
22483,FOLDER; ILLUS; 6X9;, 6X9
22484,BROADSHEET; ILLUS; 5X8;, 5X8
22485,FOLDER; ILLUS; 5X7.5;, 5X7.5
22486,CARD; 4.75 X 7.25;, 4.75 X 7.25
22489,CARD;ILL;COL;3.25X5;,3.25X5
22490,FOLDER; ILLUS; COL; 4.5 X 7;, 4.5 X 7
22491,FOLDER; ILLUS; 7.5X11.5;, 7.5X11.5
22492,BOOKLET; ILLUS; 6.25 X 8.5;, 6.25 X 8.5
22493,CARD; 5.5 X 9;, 5.5 X 9
22494,CARD; 3.75X7.5;, 3.75X7.5
22495,CARD;ILL;COL;5.5X8.5;,5.5X8.5
22496,FOLDER; COL; 6 X 5;, 6 X 5
22497,FOLDER;ILL;COL;5.25X7.5;,5.25X7.5
22498,FOLDER; ILLUS; 5.25 X 6.75;, 5.25 X 6.75
22500,CARD; ILLUS; 5 X 8;, 5 X 8
22501,"CARD; ILLUS; COL; 5,25X8.75;"," 5,25X8.75"
22502,FOLDER;ILL;COL;5.5X7;,5.5X7
22503,BOOKLET; ILLUS; COL; 3.6X7.25;, 3.6X7.25
22504,CARD; ILLUS; COL; 5.25 X 8;, 5.25 X 8
22505,BROADSIDE; ILLUS; 4X6.75;, 4X6.75
22506,CARD; COL; 4 X 7;, 4 X 7
22507,FOLDER;ILLUS;5X5.5;,5X5.5
22509,BOOKLET; ILLUS; 5 X 6.5;, 5 X 6.5
22511,BROADSIDE; HOTEL EMBLEM; 4.5 X 8.25;, 4.5 X 8.25
22512,BROADSIDE; ILLUS; COL; 4.25 X 7;, 4.25 X 7
22513,FOLDER; ILLUS; 5 X 6.50;, 5 X 6.50
22514,CARD; ILL; COLOR; 5.25X7;, 5.25X7
22516,FOLDER; 4.75X5.5, 4.75X5.5
22517,FOLDER;4.25 X 5.5,4.25 X 5.5
22518,FOLDER; ILLUS; COL; 3.75X5.5;, 3.75X5.5
22519,FOLDER;5.5X4.5;,5.5X4.5
22520,BOOKLET; COL; 4.75 X 6;, 4.75 X 6
22521,FOLDER; ILLUS; COL; 4.5 X 7.25;, 4.5 X 7.25
22523,CARD; ILL; 5.5X8.75D, ILL
22524,BOOKLET;ILLUS;COL;6X7;,6X7
22525,FOLDER; ILLUS; 3.5X2.5;, 3.5X2.5
22526,BROADSIDE; ILLUS; COL; 5 X 7.5;, 5 X 7.5
22527,BROADSIDE; 4 X 6;, 4 X 6
22530,BROADSIDE; HOTEL EMBLEM; COL; 4 X 7.5;, 4 X 7.5
22531,CARD; 4.25 X 7;, 4.25 X 7
22532,BOOKLET; COL; ILLUS; 5.5 X 7.5;, 5.5 X 7.5
22533,CARD; 3.5X5;, 3.5X5
22534,CARD; ILLUS; COL; 5X8;, 5X8
22535,CARD; 4.75 X 7.25;, 4.75 X 7.25
22537,BROADSIDE;GOLD TRIM;6X9.25;,6X9.25
22539,CARD;ILL;5X8;,5X8
22540,CARD; ILLUS; COL; 4 X 6;, 4 X 6
22543,FOLDER;4.25X5.75;,4.25X5.75
22544,CARD; COL; 4.25X6;, 4.25X6
22546,CARD; ILLUS; COL; 5X7;, 5X7
22547,BROADSIDE; ILLUS; 5X7;, 5X7
22548,FOLDER; ILLUS; 5X6.5;, 5X6.5
22549,FOLDER; ILLUS; 4.75 X 7.5;, 4.75 X 7.5
22550,FOLDER; ILLUS; COL; 4.5X6.25;, 4.5X6.25
22551,CARD;ILLUS;COL;4X7.5;,4X7.5
22553,CARD;4.25X6;,4.25X6
22554,FOLDER; ILLUS; COL; 5.5 X 8;, 5.5 X 8
22555,CARD; ILLUS; COL; 4.5X8.75;, 4.5X8.75
22556,BROADSIDE;ILLUS;4.25X8.5;,4.25X8.5
22557,BROADSHEET; ILLUS; 4.25X7;, 4.25X7
22558,CARD;ILLUS;COL;5X7;,5X7
22559,BOOKLET; ILLUS; COL; 5 25 X 7.5;, 5 25 X 7.5
22560,BOOKLET; ILLUS; 5.5X7;, 5.5X7
22561,FOLDER; 4.5 X 6.25;, 4.5 X 6.25
22562,BROADSIDE; GOLD TRIM; 3.5 X 5.25;, 3.5 X 5.25
22563,FOLDER; ILLUS; COL; 5.25X7.5;, 5.25X7.5
22567,CARD;ILL;COL;4.5X7.25;,4.5X7.25
22568,BROADSHEET; ILLUS; COL; 5.75 X 8;, 5.75 X 8
22569,BROADSIDE; 6 X 7.5;, 6 X 7.5
22570,BOOKLET; 4 X 8;, 4 X 8
22571,BROADSIDE; FLAG EMBLEM; 4.5X6.5;, 4.5X6.5
22573,BOOKLET; ILL; 5X6.5, ILL
22574,CARD; ILLUS; COL; 3.6X5.25;, 3.6X5.25
22575,CARD; 4.5 X 7.25;, 4.5 X 7.25
22576,CARD; 5X9;, 5X9
22577,FOLDER; ILLUS; COL; 5X6.5;, 5X6.5
22578,FOLDER; COL; ILLUS;, ILLUS
22579,CARD; ILLUS; 5.25 X 7.75;, 5.25 X 7.75
22580,FOLDER;ILL;COL;4.5X7;,4.5X7
22582,BOOKLET;3.5X4.5;,3.5X4.5
22584,CARD;ILL;COL;3.25X5;,3.25X5
22585,FOLDER; ILLUS; 4X5.25;, 4X5.25
22586,BROADSIDE; 6.5 X 10.25;, 6.5 X 10.25
22587,CARD; ILLUS; COL; 5.25X7.5;, 5.25X7.5
22588,CAD FOLDER; ILLUS; 6 X 9.5;, 6 X 9.5
22589,BROADSIDE; ILLUS; COL; 5.25X8.75;, 5.25X8.75
22590,FOLDER; ILLUS; 5.25X3.5;, 5.25X3.5
22591,CARD; ILL; 4.25X6.5;, 4.25X6.5
22592,ILLUS. FOLDER,
22593,CARD; ILLUS; 5.75X9.75;, 5.75X9.75
22594,BROADSIDE; ILLUS; COL; 6.5 X 8.5;, 6.5 X 8.5
22595,CARD; 5X8;, 5X8
22598,CARD; ILLUS; COL; 5 X 8;, 5 X 8
22599,FOLDER; 6 X 8.5;, 6 X 8.5
22600,FOLDER; ILLUS; 6 X 9;, 6 X 9
22601,BOOKLET JOINED BY RIBBON; ILLUS; COL; 4 X 6.5;, 4 X 6.5
22603,BOOKLET; ILLUS; COL; 5.5 X 7;, 5.5 X 7
22604,BOOKLET; ILLUS; 6.5 X 9.5;, 6.5 X 9.5
22605,FOLDER; 7 X 11;, 7 X 11
22606,BROADSHEET; ILLUS; 5X7;, 5X7
22607,FOLDER; ILLUS; 6 x 7.50;, 6 x 7.50
22608,BROADSHEET;5 3/4X9;,5 3/4X9
22609,CARD; ILLUS; COL; 4.5X8.75;, 4.5X8.75
22610,FOLDER;ILLUS; 5.25X8.25;, 5.25X8.25
22611,CARD; 5 X 9;, 5 X 9
22613,CARD; ILLUS; 7 X 12;, 7 X 12
22614,CARD; 4.5X6.5;, 4.5X6.5
22615,BOOKLET;ILLUS ON BACK;COL;4.5X7,COL
22616,BOOKLET; ILLUS; 7 X 9;, 7 X 9
22618,BROADSIDE; 4 X 6;, 4 X 6
22619,CARD; 7 X 12;, 7 X 12
22621,BROADSIDE; HOTEL EMBLEM; 4 X 7.5;, 4 X 7.5
22622,BOOKLET; ILL; 5.25X7, ILL
22623,FOLDER;ILLUS;4.5 X 7.5;,4.5 X 7.5
22624,CARD; ILLUS; COL; 4.5X8.75;, 4.5X8.75
22625,BOOKLET; ILLUS; 6 X 9;, 6 X 9
22626,BOOKLET; ILLUS; 3.75 X 8;, 3.75 X 8
22629,BROADSHEET; 5X6.5;, 5X6.5
22630,FOLDER; 7.0X11.0;, 7.0X11.0
22631,CARD; 6.25 X 9.25;, 6.25 X 9.25
22632,FOLDER; 5.5X7;, 5.5X7
22633,BOOKLET; ILLUS; 5X6.25;, 5X6.25
22634,CARD; 4.5X6.5, 4.5X6.5
22635,BOOKLET;ILLUS;COL;5.25X7;,5.25X7
22636,CARD;ILL;COL;4.25X6;,4.25X6
22637,BROADSIDE; ILLUS; COL; 8.75X12.625;, 8.75X12.625
22640,FOLDER; ILLUS; COL; 4.5X9.75;, 4.5X9.75
22642,FOLDER; ILLUS; COL; 5.75X7.25;, 5.75X7.25
22643,FOLDER; ILLUS; COL; 9X14;, 9X14
22644,CARD; ILLUS; COL; 5.25X8;, 5.25X8
22645,BROADSHEET;5X8;,5X8
22648,BOOKLET; ILLUS; 7X7;, 7X7
22649,BROADSIDE; ILLIS; COL; 4.5 X 7.25;, 4.5 X 7.25
22651,FOLDER; 4.5  X 6.5;, 4.5  X 6.5
22653,FOLDER; ILLUS; 4.25X6.5;, 4.25X6.5
22655,BOOKLET; ILLUS; COL; 7X11;, 7X11
22656,BROADSIDE; ILLUS; 4 X 7.5;, 4 X 7.5
22657,CARD; 3.5X5.25;, 3.5X5.25
22659,FOLDER; COL; 6.25 X 9.25;, 6.25 X 9.25
22660,FOLDER; ILLUS; COL; 6 X 6.75;, 6 X 6.75
22661,BOOKLET;ILLUS;4X6;,4X6
22662,FOLDER; ILLUS; COL COVER; 4.75 X 8;, 4.75 X 8
22663,BOOKLET;COL; 5X7.75;, 5X7.75
22664,FOLDER; ILLUS; 5.25 X 4.5;, 5.25 X 4.5
22665,FOLDER;ILL;COL;4.5X7;,4.5X7
22667,CARD; 5.5 X 10;, 5.5 X 10
