id,physical_description,size_cp,size,menu_format,unit
29609,20.5x14cm folded; 20.5x28cm open,20.5x14cm folded; 20.5x28cm open,20.5x14;20.5x28,folded;open;,cm
29608,31x21.5cm folded; 31x43cm open,31x21.5cm folded; 31x43cm open,31x21.5;31x43,folded;open;,cm
29607,31x24.5cm folded; 31x48.5cm open,31x24.5cm folded; 31x48.5cm open,31x24.5;31x48.5,folded;open;,cm
29606,36.5x16cm folded; 36.5x48cm open,36.5x16cm folded; 36.5x48cm open,36.5x16;36.5x48,folded;open;,cm
29605,35.5x31cm folded; 35.5x54cm open,35.5x31cm folded; 35.5x54cm open,35.5x31;35.5x54,folded;open;,cm
29604,28x21.5cm folded; 28x43cm open,28x21.5cm folded; 28x43cm open,28x21.5;28x43,folded;open;,cm
29863,20x14.5cm folded; 20x29cm open,20x14.5cm folded; 20x29cm open,20x14.5;20x29,folded;open;,cm
29603,35x27cm folded; 35x47cm open,35x27cm folded; 35x47cm open,35x27;35x47,folded;open;,cm
29602,38x21.5cm folded; 38x43cm open,38x21.5cm folded; 38x43cm open,38x21.5;38x43,folded;open;,cm
29601,30x21cm folded; 30x42cm open,30x21cm folded; 30x42cm open,30x21;30x42,folded;open;,cm
29600,24.5x16.5cm folded; 24.5x33cm open,24.5x16.5cm folded; 24.5x33cm open,24.5x16.5;24.5x33,folded;open;,cm
29599,27.5x21.5cm folded; 27.5x43cm open,27.5x21.5cm folded; 27.5x43cm open,27.5x21.5;27.5x43,folded;open;,cm
29598,47x31.5cm folded; 47x63cm open,47x31.5cm folded; 47x63cm open,47x31.5;47x63,folded;open;,cm
29597,22.5x10.5cm folded; 22.5x31cm open,22.5x10.5cm folded; 22.5x31cm open,22.5x10.5;22.5x31,folded;open;,cm
29596,27x21cm folded; 27x42cm open,27x21cm folded; 27x42cm open,27x21;27x42,folded;open;,cm
29867,21.5x14cm folded; 21.5x28cm open,21.5x14cm folded; 21.5x28cm open,21.5x14;21.5x28,folded;open;,cm
29868,30x16cm,30x16cm,30x16,,cm
29869,25.5x18cm folded; 25.5x46cm open,25.5x18cm folded; 25.5x46cm open,25.5x18;25.5x46,folded;open;,cm
29885,21.4x14cm,21.4x14cm,21.4x14,,cm
29899,23x15.5cm folded; 23x31cm open,23x15.5cm folded; 23x31cm open,23x15.5;23x31,folded;open;,cm
29898,17x11.5cm folded; 17x23cm open,17x11.5cm folded; 17x23cm open,17x11.5;17x23,folded;open;,cm
29897,14x16.5cm folded; 14x33cm open,14x16.5cm folded; 14x33cm open,14x16.5;14x33,folded;open;,cm
29896,24x16cm,24x16cm,24x16,,cm
29895,20.5x16.5cm folded; 20.5x33cm open,20.5x16.5cm folded; 20.5x33cm open,20.5x16.5;20.5x33,folded;open;,cm
29894,21.5x13.5cm folded; 21.5x27cm open,21.5x13.5cm folded; 21.5x27cm open,21.5x13.5;21.5x27,folded;open;,cm
29893,21.5x16cm folded; 21.5x32cm open,21.5x16cm folded; 21.5x32cm open,21.5x16;21.5x32,folded;open;,cm
29892,23x15cm folded; 23x30cm open,23x15cm folded; 23x30cm open,23x15;23x30,folded;open;,cm
29891,18.5x13cm folded; 18.5x26cm open,18.5x13cm folded; 18.5x26cm open,18.5x13;18.5x26,folded;open;,cm
29890,21x14cm,21x14cm,21x14,,cm
29886,23x15cm folded; 23x30cm open,23x15cm folded; 23x30cm open,23x15;23x30,folded;open;,cm
29884,21.4x14cm,21.4x14cm,21.4x14,,cm
29870,29x21cm folded; 29x42cm open,29x21cm folded; 29x42cm open,29x21;29x42,folded;open;,cm
29882,22x17cm folded; 22x34cm open,22x17cm folded; 22x34cm open,22x17;22x34,folded;open;,cm
29881,36x24cm,36x24cm,36x24,,cm
29880,33x25.5cm folded; 33x51cm open,33x25.5cm folded; 33x51cm open,33x25.5;33x51,folded;open;,cm
29879,14x10.5cm folded; 14x21cm open,14x10.5cm folded; 14x21cm open,14x10.5;14x21,folded;open;,cm
29878,19.5x12.5cm folded; 19.5x25cm open,19.5x12.5cm folded; 19.5x25cm open,19.5x12.5;19.5x25,folded;open;,cm
29876,27.5x41cm,27.5x41cm,27.5x41,,cm
29875,30x23cm folded; 30x46cm open,30x23cm folded; 30x46cm open,30x23;30x46,folded;open;,cm
29874,19x13.5cm,19x13.5cm,19x13.5,,cm
29873,23x15.5cm folded; 23x31cm open,23x15.5cm folded; 23x31cm open,23x15.5;23x31,folded;open;,cm
29872,29x19cm folded; 29x38cm open,29x19cm folded; 29x38cm open,29x19;29x38,folded;open;,cm
29871,29x23.5cm folded; 29x47cm open,29x23.5cm folded; 29x47cm open,29x23.5;29x47,folded;open;,cm
29595,27x21cm folded; 27x42cm open,27x21cm folded; 27x42cm open,27x21;27x42,folded;open;,cm
29860,30x23cm folded; 30x46cm open,30x23cm folded; 30x46cm open,30x23;30x46,folded;open;,cm
29594,20x15cm folded; 20x30cm open,20x15cm folded; 20x30cm open,20x15;20x30,folded;open;,cm
29555,23x18.5cm folded; 23x36.5cm open,23x18.5cm folded; 23x36.5cm open,23x18.5;23x36.5,folded;open;,cm
29565,29x23cm folded; 29x46cm open,29x23cm folded; 29x46cm open,29x23;29x46,folded;open;,cm
29564,30x21cm folded; 30x42cm open,30x21cm folded; 30x42cm open,30x21;30x42,folded;open;,cm
30450,23x15cm folded; 23x30cm open,23x15cm folded; 23x30cm open,23x15;23x30,folded;open;,cm
29563,31.5x25cm folded; 31.5x50cm open,31.5x25cm folded; 31.5x50cm open,31.5x25;31.5x50,folded;open;,cm
29562,27x15cm folded; 27x45cm open,27x15cm folded; 27x45cm open,27x15;27x45,folded;open;,cm
29561,32x21cm,32x21cm,32x21,,cm
29560,30x20cm folded; 30x42cm open,30x20cm folded; 30x42cm open,30x20;30x42,folded;open;,cm
29559,23x13cm ,23x13cm,23x13,,cm
29558,27x12.5cm ,27x12.5cm,27x12.5,,cm
29557,19.5x12cm,19.5x12cm,19.5x12,,cm
29556,16x10.5cm,16x10.5cm,16x10.5,,cm
29554,24x14cm,24x14cm,24x14,,cm
29567,22x13cm ,22x13cm,22x13,,cm
29553,24x14.5cm folded; 24x29.5cm open,24x14.5cm folded; 24x29.5cm open,24x14.5;24x29.5,folded;open;,cm
29552,31.5x22.5cm folded; 31.5x45cm open,31.5x22.5cm folded; 31.5x45cm open,31.5x22.5;31.5x45,folded;open;,cm
29551,30x18.5cm folded; 30x37cm open,30x18.5cm folded; 30x37cm open,30x18.5;30x37,folded;open;,cm
29550,24x13cm,24x13cm,24x13,,cm
29549,34x21cm ,34x21cm,34x21,,cm
29548,28x20.5cm folded; 28x40.5cm open,28x20.5cm folded; 28x40.5cm open,28x20.5;28x40.5,folded;open;,cm
29547,24x18.5cm folded; 24x27cm open,24x18.5cm folded; 24x27cm open,24x18.5;24x27,folded;open;,cm
29546,23.5x15.5cm folded; 23.5x31cm open,23.5x15.5cm folded; 23.5x31cm open,23.5x15.5;23.5x31,folded;open;,cm
29545,25x16.5cm folded; 25x33cm open,25x16.5cm folded; 25x33cm open,25x16.5;25x33,folded;open;,cm
29544,32x23cm  ,32x23cm,32x23,,cm
29543,25x16cm folded; 25x33cm open,25x16cm folded; 25x33cm open,25x16;25x33,folded;open;,cm
29566,29.5x16.5cm folded; 29.5x33cm open,29.5x16.5cm folded; 29.5x33cm open,29.5x16.5;29.5x33,folded;open;,cm
29568,22x13cm ,22x13cm,22x13,,cm
29593,26.5x21cm folded; 26.5x42cm open,26.5x21cm folded; 26.5x42cm open,26.5x21;26.5x42,folded;open;,cm
29581,24x16.5cm folded; 24x33cm open,24x16.5cm folded; 24x33cm open,24x16.5;24x33,folded;open;,cm
29592,27x17cm,27x17cm,27x17,,cm
29591,22x13cm ,22x13cm,22x13,,cm
29590,22x13cm ,22x13cm,22x13,,cm
29589,25x18cm folded; 25x35.5cm open,25x18cm folded; 25x35.5cm open,25x18;25x35.5,folded;open;,cm
29588,22x17cm folded; 22x34cm open,22x17cm folded; 22x34cm open,22x17;22x34,folded;open;,cm
29587,26.5x21cm folded; 26.5x42cm open,26.5x21cm folded; 26.5x42cm open,26.5x21;26.5x42,folded;open;,cm
29586,20.5x15cm folded; 20.5x30cm open,20.5x15cm folded; 20.5x30cm open,20.5x15;20.5x30,folded;open;,cm
29585,21x15cm folded; 21x30cm open,21x15cm folded; 21x30cm open,21x15;21x30,folded;open;,cm
29584,21.5x16cm folded; 21.5x33cm open,21.5x16cm folded; 21.5x33cm open,21.5x16;21.5x33,folded;open;,cm
29583,14.5x10.5cm,14.5x10.5cm,14.5x10.5,,cm
29582,20x15cm folded; 20x30cm open,20x15cm folded; 20x30cm open,20x15;20x30,folded;open;,cm
29580,32x25cm folded; 32x51cm open,32x25cm folded; 32x51cm open,32x25;32x51,folded;open;,cm
29569,27x17cm,27x17cm,27x17,,cm
29579,32x24cm folded; 32x48cm open,32x24cm folded; 32x48cm open,32x24;32x48,folded;open;,cm
29578,25x17cm folded; 25x34cm open,25x17cm folded; 25x34cm open,25x17;25x34,folded;open;,cm
29577,15x10.5cm folded; 15x21cm open,15x10.5cm folded; 15x21cm open,15x10.5;15x21,folded;open;,cm
29859,30x23cm folded; 30x46cm open,30x23cm folded; 30x46cm open,30x23;30x46,folded;open;,cm
29576,32x24cm folded; 32x38cm open,32x24cm folded; 32x38cm open,32x24;32x38,folded;open;,cm
29575,21x15cm ,21x15cm,21x15,,cm
29574,26.5x21cm folded; 26.5x42cm open,26.5x21cm folded; 26.5x42cm open,26.5x21;26.5x42,folded;open;,cm
29573,26.5x21cm folded; 26.5x42cm open,26.5x21cm folded; 26.5x42cm open,26.5x21;26.5x42,folded;open;,cm
29572,22x17cm folded; 22x34cm open,22x17cm folded; 22x34cm open,22x17;22x34,folded;open;,cm
29571,22x17cm folded; 22x34cm open,22x17cm folded; 22x34cm open,22x17;22x34,folded;open;,cm
29570,25x18cm folded; 25x35.5cm open,25x18cm folded; 25x35.5cm open,25x18;25x35.5,folded;open;,cm
29761,28x18cm  ,28x18cm,28x18,,cm
29759,30x23cm folded; 20x45cm open,30x23cm folded; 20x45cm open,30x23;20x45,folded;open;,cm
29991,31x21cm folded; 31x41.5cm open,31x21cm folded; 31x41.5cm open,31x21;31x41.5,folded;open;,cm
29934,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29908,22x13.5cm folded; 22x27cm open,22x13.5cm folded; 22x27cm open,22x13.5;22x27,folded;open;,cm
29909,33x25cm folded; 33x51cm open,33x25cm folded; 33x51cm open,33x25;33x51,folded;open;,cm
29910,18x14cm folded' 18x28cm open,18x14cm folded,18x14,folded,cm
29911,24.5x16cm folded; 24.5x32cm open,24.5x16cm folded; 24.5x32cm open,24.5x16;24.5x32,folded;open;,cm
29912,32x25cm folded; 32x50cm open,32x25cm folded; 32x50cm open,32x25;32x50,folded;open;,cm
29913,28.5x21.5cm folded; 28.5x43cm open,28.5x21.5cm folded; 28.5x43cm open,28.5x21.5;28.5x43,folded;open;,cm
29914,33.5x22cm folded; 33.5x44cm open,33.5x22cm folded; 33.5x44cm open,33.5x22;33.5x44,folded;open;,cm
29915,24x16cm ,24x16cm,24x16,,cm
29916,32x21cm folded; 32x42cm open,32x21cm folded; 32x42cm open,32x21;32x42,folded;open;,cm
29917,24x16cm folded; 24x32cm open,24x16cm folded; 24x32cm open,24x16;24x32,folded;open;,cm
29918,27x18cm folded; 27x36cm open,27x18cm folded; 27x36cm open,27x18;27x36,folded;open;,cm
29919,21x15.5cm folded; 21x31cm open,21x15.5cm folded; 21x31cm open,21x15.5;21x31,folded;open;,cm
29920,24x16cm folded; 24x32cm open,24x16cm folded; 24x32cm open,24x16;24x32,folded;open;,cm
29921,28x14cm,28x14cm,28x14,,cm
29922,23x15.5cm folded; 23x31cm open,23x15.5cm folded; 23x31cm open,23x15.5;23x31,folded;open;,cm
29923,33x22cm,33x22cm,33x22,,cm
29924,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29925,30.5x23.5cm folded; 30.5x46.5cm open,30.5x23.5cm folded; 30.5x46.5cm open,30.5x23.5;30.5x46.5,folded;open;,cm
29926,21.5x14cm folded; 21.5x28cm open,21.5x14cm folded; 21.5x28cm open,21.5x14;21.5x28,folded;open;,cm
29927,33x22cm,33x22cm,33x22,,cm
29928,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29929,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29930,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29931,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29932,21x14cm folded; 21x28cm open,21x14cm folded; 21x28cm open,21x14;21x28,folded;open;,cm
29907,28x18cm folded; 28x35.5cm open,28x18cm folded; 28x35.5cm open,28x18;28x35.5,folded;open;,cm
29905,28x21.5cm folded; 28x43cm open,28x21.5cm folded; 28x43cm open,28x21.5;28x43,folded;open;,cm
29904,23x15cm folded; 23x30.5cm open,23x15cm folded; 23x30.5cm open,23x15;23x30.5,folded;open;,cm
29626,24x16.5cm folded; 24x33cm open,24x16.5cm folded; 24x33cm open,24x16.5;24x33,folded;open;,cm
29637,29.5x21cm folded; 29.5x41.5cm open,29.5x21cm folded; 29.5x41.5cm open,29.5x21;29.5x41.5,folded;open;,cm
29636,19.5x14cm,19.5x14cm,19.5x14,,cm
29635,19.5x14cm,19.5x14cm,19.5x14,,cm
29634,36.5x25.5cm,36.5x25.5cm,36.5x25.5,,cm
29633,30.5x22cm,30.5x22cm,30.5x22,,cm
29632,34.5x21cm ,34.5x21cm,34.5x21,,cm
29631,28x21.5cm     ,28x21.5cm,28x21.5,,cm
29630,34x24cm folded; 34x48cm open,34x24cm folded; 34x48cm open,34x24;34x48,folded;open;,cm
29629,25.5x20cm folded; 25.5x39.5cm open,25.5x20cm folded; 25.5x39.5cm open,25.5x20;25.5x39.5,folded;open;,cm
29628,25.5x20cm folded; 25.5x39.5cm open,25.5x20cm folded; 25.5x39.5cm open,25.5x20;25.5x39.5,folded;open;,cm
29627,33x23.5cm folded; 33x47cm open,33x23.5cm folded; 33x47cm open,33x23.5;33x47,folded;open;,cm
29625,26x20cm folded; 26x40cm opeen,26x20cm folded; 26x40cm opeen,26x20;26x40,folded;open;,cm
29903,31x20cm folded; 31x40.5cm open,31x20cm folded; 31x40.5cm open,31x20;31x40.5,folded;open;,cm
29624,25.5x18cm folded; 25.5x35.5cm open,25.5x18cm folded; 25.5x35.5cm open,25.5x18;25.5x35.5,folded;open;,cm
29623,28x21.5cm folded; 28x43cm open,28x21.5cm folded; 28x43cm open,28x21.5;28x43,folded;open;,cm
29622,21.5x14cm folded; 21.5x28.5cm open,21.5x14cm folded; 21.5x28.5cm open,21.5x14;21.5x28.5,folded;open;,cm
29621,33x22cm ,33x22cm,33x22,,cm
29620,28x21.5cm folded; 28x43cm open,28x21.5cm folded; 28x43cm open,28x21.5;28x43,folded;open;,cm
29619,46x30cm folded; 46x59.5cm open,46x30cm folded; 46x59.5cm open,46x30;46x59.5,folded;open;,cm
29618,30.5x23cm folded; 30.5x45.5cm open,30.5x23cm folded; 30.5x45.5cm open,30.5x23;30.5x45.5,folded;open;,cm
29617,30x23cm folded; 30x45cm open,30x23cm folded; 30x45cm open,30x23;30x45,folded;open;,cm
29900,26.5x17.5cm,26.5x17.5cm,26.5x17.5,,cm
29901,26.5x17.5cm,26.5x17.5cm,26.5x17.5,,cm
29902,33x25cm folded; 33x51cm open,33x25cm folded; 33x51cm open,33x25;33x51,folded;open;,cm
29933,31x22cm folded; 31x44cm open,31x22cm folded; 31x44cm open,31x22;31x44,folded;open;,cm
29935,30x19cm folded; 30x42cm open,30x19cm folded; 30x42cm open,30x19;30x42,folded;open;,cm
29758,30x23cm folded; 20x45cm open,30x23cm folded; 20x45cm open,30x23;20x45,folded;open;,cm
29936,28x20.5cm folded; 28x40.5cm open,28x20.5cm folded; 28x40.5cm open,28x20.5;28x40.5,folded;open;,cm
29965,19x15cm folded; 19x30.5cm open,19x15cm folded; 19x30.5cm open,19x15;19x30.5,folded;open;,cm
29966,33x25.5cm folded; 33x50.5cm open,33x25.5cm folded; 33x50.5cm open,33x25.5;33x50.5,folded;open;,cm
29967,26x18cm folded; 26x35cm open,26x18cm folded; 26x35cm open,26x18;26x35,folded;open;,cm
29968,25.5x16.5cm folded; 25.5x33cm open,25.5x16.5cm folded; 25.5x33cm open,25.5x16.5;25.5x33,folded;open;,cm
29969,23x13cm folded; 23x25.5cm open,23x13cm folded; 23x25.5cm open,23x13;23x25.5,folded;open;,cm
29970,28x21.5cm folded; 28x43.5cm open,28x21.5cm folded; 28x43.5cm open,28x21.5;28x43.5,folded;open;,cm
29971,28x18cm,28x18cm,28x18,,cm
29972,24x16.5cm folded; 24x32.5cm open,24x16.5cm folded; 24x32.5cm open,24x16.5;24x32.5,folded;open;,cm
29973,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29974,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29975,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29976,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29978,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29979,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29980,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29981,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29982,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5cm folded; 29.5x40.5cm open,29.5x20.5;29.5x40.5,folded;open;,cm
29983,30x21cm ,30x21cm,30x21,,cm
29984,25x19cm folded; 25x38cm open,25x19cm folded; 25x38cm open,25x19;25x38,folded;open;,cm
29985,35x25.5cm folded; 35x50.5cm open,35x25.5cm folded; 35x50.5cm open,35x25.5;35x50.5,folded;open;,cm
29986,38x25.5cm folded; 38x51cm open,38x25.5cm folded; 38x51cm open,38x25.5;38x51,folded;open;,cm
29987,29x21cm ,29x21cm,29x21,,cm
29988,28x22cm,28x22cm,28x22,,cm
29989,30.5x24cm folded; 30.5x48cm open,30.5x24cm folded; 30.5x48cm open,30.5x24;30.5x48,folded;open;,cm
29990,35x22.5cm folded; 35x45cm open,35x22.5cm folded; 35x45cm open,35x22.5;35x45,folded;open;,cm
29964,20.5x13cm,20.5x13cm,20.5x13,,cm
29963,20.5x13cm,20.5x13cm,20.5x13,,cm
29962,28.5x19cm folded; 28.5x38cm open,28.5x19cm folded; 28.5x38cm open,28.5x19;28.5x38,folded;open;,cm
29948,28.5x19cm folded; 28.5x38cm open,28.5x19cm folded; 28.5x38cm open,28.5x19;28.5x38,folded;open;,cm
29937,28x20.5cm folded; 28x40.5cm open,28x20.5cm folded; 28x40.5cm open,28x20.5;28x40.5,folded;open;,cm
29938,28x18cm folded; 28x35cm open,28x18cm folded; 28x35cm open,28x18;28x35,folded;open;,cm
29939,22x14cm folded; 22x28cm open,22x14cm folded; 22x28cm open,22x14;22x28,folded;open;,cm
29940,18.5x14.5cm folded; 18.5x29.5cm open,18.5x14.5cm folded; 18.5x29.5cm open,18.5x14.5;18.5x29.5,folded;open;,cm
29941,30x22.5cm folded; 30x44.5cm open,30x22.5cm folded; 30x44.5cm open,30x22.5;30x44.5,folded;open;,cm
29942,29.5x20cm folded; 29.5x39.5cm open,29.5x20cm folded; 29.5x39.5cm open,29.5x20;29.5x39.5,folded;open;,cm
29943,35.5x26cm,35.5x26cm,35.5x26,,cm
29944,24x17.5cm folded; 24x35cm open,24x17.5cm folded; 24x35cm open,24x17.5;24x35,folded;open;,cm
29945,27x20.5cm folded; 27x41cm open,27x20.5cm folded; 27x41cm open,27x20.5;27x41,folded;open;,cm
29946,10.5x18cm folded; 10.5x36cm open,10.5x18cm folded; 10.5x36cm open,10.5x18;10.5x36,folded;open;,cm
29947,22.5x17cm folded; 22.5x34cm open,22.5x17cm folded; 22.5x34cm open,22.5x17;22.5x34,folded;open;,cm
29949,24x14cm,24x14cm,24x14,,cm
29961,16x9.5xm folded; 16x19cm open,16x9.5cm folded; 16x19cm open,16x9.5;16x19,folded;open;,cm
29950,25.5x27.5cm folded; 25.5x40.5cm open,25.5x27.5cm folded; 25.5x40.5cm open,25.5x27.5;25.5x40.5,folded;open;,cm
29951,35x26cm,35x26cm,35x26,,cm
29952,30x21cm ,30x21cm,30x21,,cm
29953,38.5x30.5cm ,38.5x30.5cm,38.5x30.5,,cm
29954,31.5x18cm,31.5x18cm,31.5x18,,cm
29955,9x14cm,9x14cm,9x14,,cm
29956,32.5x22.5cm,32.5x22.5cm,32.5x22.5,,cm
29957,28x20.5cm folded; 28x40.5cm open,28x20.5cm folded; 28x40.5cm open,28x20.5;28x40.5,folded;open;,cm
29958,27.5x22cm folded; 27.5x43.5cm open,27.5x22cm folded; 27.5x43.5cm open,27.5x22;27.5x43.5,folded;open;,cm
29959,30.5x23cm folded; 30.5x45.5cm open,30.5x23cm folded; 30.5x45.5cm open,30.5x23;30.5x45.5,folded;open;,cm
29960,23x13.5cm folded; 23x27cm open,23x13.5cm folded; 23x27cm open,23x13.5;23x27,folded;open;,cm
29638,28x23cm folded; 28x44cm open,28x23cm folded; 28x44cm open,28x23;28x44,folded;open;,cm
29639,36.5x25.5cm,36.5x25.5cm,36.5x25.5,,cm
29640,36.5x25.5cm,36.5x25.5cm,36.5x25.5,,cm
29641,33x21.5cm folded; 33x43.5cm open,33x21.5cm folded; 33x43.5cm open,33x21.5;33x43.5,folded;open;,cm
29729,34x25.5cm,34x25.5cm,34x25.5,,cm
29728,36x25.5cm folded; 36x51cm open,36x25.5cm folded; 36x51cm open,36x25.5;36x51,folded;open;,cm
29727,21x12cm folded; 21x24cm open,21x12cm folded; 21x24cm open,21x12;21x24,folded;open;,cm
29726,30.5x23cm folded; 30.5x45.5cm open,30.5x23cm folded; 30.5x45.5cm open,30.5x23;30.5x45.5,folded;open;,cm
29725,22x14cm,22x14cm,22x14,,cm
29724,28.5x22cm folded; 28.5x44cm open,28.5x22cm folded; 28.5x44cm open,28.5x22;28.5x44,folded;open;,cm
29722,22.5x15cm ,22.5x15cm,22.5x15,,cm
29719,19x13cm folded; 19x25.5cm open,19x13cm folded; 19x25.5cm open,19x13;19x25.5,folded;open;,cm
29718,12x8.5cm folded; 12x17cm open,12x8.5cm folded; 12x17cm open,12x8.5;12x17,folded;open;,cm
29717,30.5x23cm folded; 30.5x45.5cm open,30.5x23cm folded; 30.5x45.5cm open,30.5x23;30.5x45.5,folded;open;,cm
29716,30.5x23cm folded; 30.5x45.5cm open,30.5x23cm folded; 30.5x45.5cm open,30.5x23;30.5x45.5,folded;open;,cm
29715,30.5x23cm folded; 30.5x45.5cm open,30.5x23cm folded; 30.5x45.5cm open,30.5x23;30.5x45.5,folded;open;,cm
13892,CARD; RIBBON TRIM;4.5 X 6.25;,4.5 x 6.25,4.5x6.25,,
29713,23x15cm folded; 23x30cm open,23x15cm folded; 23x30cm open,23x15;23x30,folded;open;,cm
29711,24x16.5cm folded; 24x33cm open,24x16.5cm folded; 24x33cm open,24x16.5;24x33,folded;open;,cm
29710,29x17cm folded; 29x34cm open,29x17cm folded; 29x34cm open,29x17;29x34,folded;open;,cm
29709,25x16.5cm folded; 25x33cm open,25x16.5cm folded; 25x33cm open,25x16.5;25x33,folded;open;,cm
29708,33x23cm folded; 33x46cm open,33x23cm folded; 33x46cm open,33x23;33x46,folded;open;,cm
29707,34x22.5cm folded; 34x44.5cm open,34x22.5cm folded; 34x44.5cm open,34x22.5;34x44.5,folded;open;,cm
29706,17.5x12.5cm folded; 17.5x25cm open,17.5x12.5cm folded; 17.5x25cm open,17.5x12.5;17.5x25,folded;open;,cm
29705,17.5x12cm ,17.5x12cm,17.5x12,,cm
29704,27.5x21cm folded; 27.5x42.5cm open,27.5x21cm folded; 27.5x42.5cm open,27.5x21;27.5x42.5,folded;open;,cm
29703,21.5x14cm folded; 21.5x28cm open,21.5x14cm folded; 21.5x28cm open,21.5x14;21.5x28,folded;open;,cm
29702,24.5x15.5cm folded; 24.5x30.5cm open,24.5x15.5cm folded; 24.5x30.5cm open,24.5x15.5;24.5x30.5,folded;open;,cm
29701,23x15.5cm folded; 23x46cm open,23x15.5cm folded; 23x46cm open,23x15.5;23x46,folded;open;,cm
29730,28.5x18cm folded; 28.5x36cm open,28.5x18cm folded; 28.5x36cm open,28.5x18;28.5x36,folded;open;,cm
29731,28.5x18cm folded; 28.5x36cm open,28.5x18cm folded; 28.5x36cm open,28.5x18;28.5x36,folded;open;,cm
29732,28.5x18cm folded; 28.5x36cm open,28.5x18cm folded; 28.5x36cm open,28.5x18;28.5x36,folded;open;,cm
29746,23x15.5cm folded; 23xx30.5cm open,23x15.5cm folded,23x15.5,folded,cm
29757,30x23cm folded; 20x45cm open,30x23cm folded; 20x45cm open,30x23;20x45,folded;open;,cm
29756,23x15.5cm folded; 23xx30.5cm open,23x15.5cm folded,23x15.5,folded,cm
29755,20.5x13cm ,20.5x13cm,20.5x13,,cm
29754,25x17.5cm folded; 25x35cm open,25x17.5cm folded; 25x35cm open,25x17.5;25x35,folded;open;,cm
29753,22.5x15.5cm folded; 22.5x45.5cm open,22.5x15.5cm folded; 22.5x45.5cm open,22.5x15.5;22.5x45.5,folded;open;,cm
29752,28.5x22.5cm folded; 28.5x45cm open,28.5x22.5cm folded; 28.5x45cm open,28.5x22.5;28.5x45,folded;open;,cm
29751,28.5x22.5cm folded; 28.5x45cm open,28.5x22.5cm folded; 28.5x45cm open,28.5x22.5;28.5x45,folded;open;,cm
29750,25.5x16.5cm ,25.5x16.5cm,25.5x16.5,,cm
29749,25.5x15.5cm folded; 25.5x30.5cm open,25.5x15.5cm folded; 25.5x30.5cm open,25.5x15.5;25.5x30.5,folded;open;,cm
29748,18x13cm folded; 18x25.5cm open,18x13cm folded; 18x25.5cm open,18x13;18x25.5,folded;open;,cm
29747,29x22cm folded; 29x44cm open,29x22cm folded; 29x44cm open,29x22;29x44,folded;open;,cm
29745,20.5x13.5cm folded; 20.5x27.5cm open,20.5x13.5cm folded; 20.5x27.5cm open,20.5x13.5;20.5x27.5,folded;open;,cm
29733,24x16.5cm  ,24x16.5cm,24x16.5,,cm
29744,24x17.5cm folded; 24x35cm open,24x17.5cm folded; 24x35cm open,24x17.5;24x35,folded;open;,cm
29743,25.5x17cm folded; 25.5x34.5cm open,25.5x17cm folded; 25.5x34.5cm open,25.5x17;25.5x34.5,folded;open;,cm
29742,25.5x17.5cm folded; 25.5x35cm open,25.5x17.5cm folded; 25.5x35cm open,25.5x17.5;25.5x35,folded;open;,cm
29741,27.5x21.5cm folded; 27.5x43cm open,27.5x21.5cm folded; 27.5x43cm open,27.5x21.5;27.5x43,folded;open;,cm
29740,27x23cm folded; 27x46cm open,27x23cm folded; 27x46cm open,27x23;27x46,folded;open;,cm
